,audio_filename,dataset,person,bicycle,car,motorcycle,siren,bus,truck,split
60,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 10_39_17.079589+00_00.wav,22_9_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,val
61,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 10_39_34.331673+00_00.wav,22_9_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,val
62,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 10_39_51.613964+00_00.wav,22_9_2022,0.0,0.0,1.0,1.0,0.0,0.0,0.0,val
63,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 10_40_08.813931+00_00.wav,22_9_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split2
64,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 10_40_26.063205+00_00.wav,22_9_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split1
65,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 10_40_43.569150+00_00.wav,22_9_2022,0.0,0.0,1.0,1.0,0.0,0.0,0.0,split1
66,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 10_41_18.472366+00_00.wav,22_9_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split2
67,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 10_41_35.809001+00_00.wav,22_9_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split2
68,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 10_41_53.111105+00_00.wav,22_9_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,val
69,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 10_42_27.915628+00_00.wav,22_9_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split1
70,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 10_42_45.417934+00_00.wav,22_9_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,val
71,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 10_43_02.722852+00_00.wav,22_9_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,val
72,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 10_43_20.230686+00_00.wav,22_9_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split2
73,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 10_43_37.682325+00_00.wav,22_9_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split1
74,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 10_43_55.144228+00_00.wav,22_9_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split2
75,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 10_44_12.423642+00_00.wav,22_9_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split2
76,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 10_44_29.863691+00_00.wav,22_9_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split1
77,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 10_45_04.830121+00_00.wav,22_9_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split1
78,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 10_45_57.291709+00_00.wav,22_9_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split2
79,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 10_46_14.546089+00_00.wav,22_9_2022,0.0,0.0,1.0,1.0,0.0,0.0,0.0,split2
80,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 10_46_32.027273+00_00.wav,22_9_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split2
81,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 10_47_24.577800+00_00.wav,22_9_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,val
82,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 10_47_42.256860+00_00.wav,22_9_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,val
83,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 10_47_59.635720+00_00.wav,22_9_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split2
84,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 10_48_52.668143+00_00.wav,22_9_2022,0.0,0.0,1.0,0.0,0.0,0.0,1.0,split2
85,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 10_49_10.445233+00_00.wav,22_9_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split1
86,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 10_49_28.305553+00_00.wav,22_9_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split1
87,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 10_49_46.072115+00_00.wav,22_9_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,val
88,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 10_50_21.676176+00_00.wav,22_9_2022,0.0,0.0,1.0,1.0,0.0,0.0,0.0,split2
89,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 10_50_39.215738+00_00.wav,22_9_2022,0.0,0.0,1.0,1.0,0.0,0.0,0.0,val
90,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 10_50_57.096490+00_00.wav,22_9_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split1
91,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 10_51_14.873055+00_00.wav,22_9_2022,0.0,0.0,0.0,1.0,0.0,0.0,0.0,split1
92,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 10_51_32.721555+00_00.wav,22_9_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split2
93,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 10_52_08.181100+00_00.wav,22_9_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split2
94,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 10_52_25.861280+00_00.wav,22_9_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,val
95,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 10_52_43.875104+00_00.wav,22_9_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split1
96,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 10_53_01.830799+00_00.wav,22_9_2022,0.0,0.0,0.0,1.0,0.0,0.0,0.0,split2
97,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 10_53_37.877263+00_00.wav,22_9_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split1
98,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 10_54_13.731936+00_00.wav,22_9_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split2
99,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 10_55_07.239944+00_00.wav,22_9_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split1
100,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 10_55_24.966565+00_00.wav,22_9_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,val
101,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 10_55_49.766670+00_00.wav,22_9_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split2
102,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 10_56_24.995768+00_00.wav,22_9_2022,0.0,0.0,1.0,1.0,0.0,0.0,0.0,split2
103,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 10_56_42.751864+00_00.wav,22_9_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,val
104,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 10_57_00.756720+00_00.wav,22_9_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split2
105,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 10_57_36.781617+00_00.wav,22_9_2022,0.0,0.0,1.0,1.0,0.0,0.0,0.0,split1
106,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 10_57_54.896813+00_00.wav,22_9_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split1
107,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 10_58_55.502773+00_00.wav,22_9_2022,0.0,0.0,1.0,1.0,0.0,0.0,0.0,split1
108,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 10_59_13.479772+00_00.wav,22_9_2022,0.0,0.0,1.0,0.0,0.0,0.0,1.0,split1
109,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 10_59_49.827435+00_00.wav,22_9_2022,0.0,0.0,0.0,0.0,0.0,1.0,0.0,split2
110,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 11_00_08.013688+00_00.wav,22_9_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split1
111,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 11_00_26.287674+00_00.wav,22_9_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split1
112,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 11_00_44.515608+00_00.wav,22_9_2022,0.0,1.0,0.0,0.0,0.0,0.0,0.0,split2
113,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 11_01_20.978248+00_00.wav,22_9_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split1
114,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 11_01_39.063985+00_00.wav,22_9_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,val
115,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 11_02_34.099426+00_00.wav,22_9_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split1
116,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 11_02_52.023747+00_00.wav,22_9_2022,0.0,0.0,1.0,1.0,0.0,0.0,0.0,split2
117,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 11_03_10.151697+00_00.wav,22_9_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,val
118,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 11_03_28.378185+00_00.wav,22_9_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split1
119,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 11_03_46.573798+00_00.wav,22_9_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split2
120,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 11_04_04.679289+00_00.wav,22_9_2022,0.0,0.0,1.0,1.0,0.0,0.0,0.0,val
121,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 11_04_22.821984+00_00.wav,22_9_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split2
122,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 11_04_41.293500+00_00.wav,22_9_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split1
123,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 11_04_59.847337+00_00.wav,22_9_2022,0.0,0.0,1.0,1.0,0.0,0.0,0.0,split1
124,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 11_05_18.128241+00_00.wav,22_9_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split1
125,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 11_05_36.306072+00_00.wav,22_9_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split2
126,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 11_05_54.423632+00_00.wav,22_9_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split2
127,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 11_06_13.006123+00_00.wav,22_9_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split1
128,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 11_06_31.442682+00_00.wav,22_9_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split2
129,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 11_06_49.798751+00_00.wav,22_9_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split2
130,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 11_07_08.226008+00_00.wav,22_9_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split1
131,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 11_07_26.477660+00_00.wav,22_9_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split2
132,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 11_07_44.687594+00_00.wav,22_9_2022,0.0,0.0,1.0,1.0,0.0,0.0,0.0,split1
133,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 11_08_40.183513+00_00.wav,22_9_2022,0.0,0.0,1.0,0.0,0.0,0.0,1.0,split2
134,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 11_08_58.138273+00_00.wav,22_9_2022,0.0,0.0,1.0,0.0,0.0,1.0,0.0,split1
135,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 11_09_34.590296+00_00.wav,22_9_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split2
136,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 11_10_11.777189+00_00.wav,22_9_2022,0.0,0.0,0.0,0.0,0.0,0.0,1.0,split2
137,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 11_10_30.486882+00_00.wav,22_9_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split2
138,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 11_10_48.983698+00_00.wav,22_9_2022,0.0,0.0,1.0,1.0,0.0,0.0,0.0,split2
139,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 11_11_26.000122+00_00.wav,22_9_2022,0.0,0.0,0.0,0.0,0.0,0.0,1.0,split2
140,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 11_11_44.755681+00_00.wav,22_9_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split2
141,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 11_12_03.408716+00_00.wav,22_9_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split1
142,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 11_12_21.794193+00_00.wav,22_9_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split1
143,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 11_12_40.463207+00_00.wav,22_9_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split1
144,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 11_12_59.099726+00_00.wav,22_9_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split2
145,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 11_13_17.530608+00_00.wav,22_9_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split1
146,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 11_13_36.139090+00_00.wav,22_9_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split1
147,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 11_13_54.705751+00_00.wav,22_9_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split2
148,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 11_14_32.032697+00_00.wav,22_9_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split1
149,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 11_14_50.801421+00_00.wav,22_9_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,val
150,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 11_15_09.437052+00_00.wav,22_9_2022,0.0,0.0,1.0,1.0,0.0,0.0,0.0,split1
151,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 11_15_34.050965+00_00.wav,22_9_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split2
152,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 11_15_52.050079+00_00.wav,22_9_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split1
153,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 11_16_10.448059+00_00.wav,22_9_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split1
154,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 11_16_29.097506+00_00.wav,22_9_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split2
155,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 11_16_47.650056+00_00.wav,22_9_2022,0.0,0.0,1.0,1.0,0.0,0.0,0.0,split2
156,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 11_17_06.397768+00_00.wav,22_9_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split1
157,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 11_17_25.067776+00_00.wav,22_9_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split1
158,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 11_17_43.822571+00_00.wav,22_9_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,val
159,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 11_18_02.609088+00_00.wav,22_9_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split2
160,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 11_18_21.340718+00_00.wav,22_9_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split2
161,/media/magalhaes/schreder_sound/22_9_2022/2022-09-22 11_18_40.033302+00_00.wav,22_9_2022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,split1
