audio_filename,1-X_any,2-X_any,3-X_any,4-X_any,5-X_any,6-X_any,7-X_any,1_person,2_bicycle,3_car,4_motorcycle,5_siren,6_bus,7_truck
/media/magalhaes/ESC-50/audio/1-31482-B-42.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2570308744907379,0.06068872660398483,0.7172869443893433,0.014339466579258442,0.026606129482388496,0.03588210418820381,0.012616079300642014
/media/magalhaes/ESC-50/audio/1-36164-A-26.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9924483299255371,0.006390127819031477,0.00607024971395731,0.0008298300090245903,0.007436363957822323,0.002109039109200239,0.0011358094634488225
/media/magalhaes/ESC-50/audio/1-36164-B-26.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9930696487426758,0.005764236208051443,0.005519551690667868,0.0007706463802605867,0.006898154504597187,0.0019082771614193916,0.0010532193118706346
/media/magalhaes/ESC-50/audio/1-50661-A-44.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0421937070786953,0.01931648887693882,0.9487566947937012,0.06266540288925171,0.009862683713436127,0.03885340690612793,0.03185248374938965
/media/magalhaes/ESC-50/audio/1-54084-A-42.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.919304609298706,0.027653798460960388,0.07407427579164505,0.0027349437586963177,0.017940254881978035,0.00978983286768198,0.0034735864028334618
/media/magalhaes/ESC-50/audio/1-60997-A-20.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9926348328590393,0.006195740774273872,0.005910948384553194,0.0008089534239843488,0.007239724509418011,0.00204591266810894,0.0011065647704526782
/media/magalhaes/ESC-50/audio/1-72695-A-26.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9930116534233093,0.005823503248393536,0.005572151858359575,0.0007758200517855585,0.006944367196410894,0.0019271698547527194,0.0010604631388559937
/media/magalhaes/ESC-50/audio/1-76831-A-42.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14916743338108063,0.0810086727142334,0.8363015651702881,0.024708116427063942,0.029892228543758392,0.05633421614766121,0.020304134115576744
/media/magalhaes/ESC-50/audio/1-76831-B-42.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07727131992578506,0.0421120822429657,0.9089165329933167,0.03898392617702484,0.018571756780147552,0.04804232716560364,0.02564799040555954
/media/magalhaes/ESC-50/audio/1-76831-C-42.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0795365646481514,0.05451584234833717,0.907730758190155,0.03691396117210388,0.021564168855547905,0.05509834736585617,0.025905203074216843
/media/magalhaes/ESC-50/audio/1-76831-D-42.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14012280106544495,0.07752726227045059,0.844970703125,0.02563738450407982,0.02894849143922329,0.055944282561540604,0.020630843937397003
/media/magalhaes/ESC-50/audio/2-100648-A-43.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37995943427085876,0.053696099668741226,0.5890695452690125,0.009076806716620922,0.025308405980467796,0.027773773297667503,0.009030213579535484
/media/magalhaes/ESC-50/audio/2-106014-A-44.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04051261767745018,0.01570132188498974,0.9509285092353821,0.0674634501338005,0.00849140714854002,0.03460134565830231,0.031731925904750824
/media/magalhaes/ESC-50/audio/2-106015-A-44.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05330382660031319,0.034011680632829666,0.9375259876251221,0.05829726904630661,0.013462445698678493,0.042319878935813904,0.030393676832318306
/media/magalhaes/ESC-50/audio/2-106015-B-44.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045711807906627655,0.024658989161252975,0.944882333278656,0.05967964604496956,0.011432066559791565,0.0412406288087368,0.031129684299230576
/media/magalhaes/ESC-50/audio/2-106486-A-44.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0422358475625515,0.02004605531692505,0.9484946727752686,0.06003823131322861,0.010273781605064869,0.040699683129787445,0.031826894730329514
/media/magalhaes/ESC-50/audio/2-106487-A-44.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04147164523601532,0.018175581470131874,0.9495776891708374,0.06336208432912827,0.009512137621641159,0.03833794593811035,0.032061826437711716
/media/magalhaes/ESC-50/audio/2-107351-A-20.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.988004744052887,0.008703107014298439,0.010200615040957928,0.0010037802858278155,0.00851258635520935,0.002869808115065098,0.0013570085866376758
/media/magalhaes/ESC-50/audio/2-107351-B-20.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9559668302536011,0.01408436056226492,0.03955573961138725,0.0015149881364777684,0.010722584091126919,0.004921279847621918,0.0019506816752254963
/media/magalhaes/ESC-50/audio/2-125520-A-43.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12447207421064377,0.08839400112628937,0.8627684116363525,0.026254113763570786,0.031314682215452194,0.06304842978715897,0.021891046315431595
/media/magalhaes/ESC-50/audio/2-138465-A-43.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07953342795372009,0.04599655792117119,0.9077756404876709,0.04042695090174675,0.019093742594122887,0.04958583414554596,0.026219232007861137
/media/magalhaes/ESC-50/audio/2-144137-A-43.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2889804244041443,0.05139574781060219,0.6812233924865723,0.008842690847814083,0.02216174080967903,0.028676258400082588,0.008633117191493511
/media/magalhaes/ESC-50/audio/2-151079-A-20.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9889676570892334,0.0083914278075099,0.009308040142059326,0.0009790707845240831,0.008409286849200726,0.0027608945965766907,0.0013281076680868864
/media/magalhaes/ESC-50/audio/2-209473-A-25.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4754161834716797,0.027385933324694633,0.48685339093208313,0.004130556248128414,0.01332039013504982,0.01376801822334528,0.004260585643351078
/media/magalhaes/ESC-50/audio/2-209475-A-25.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9347445368766785,0.021444547921419144,0.059243831783533096,0.00217679375782609,0.015014863573014736,0.007510487921535969,0.0027940580621361732
/media/magalhaes/ESC-50/audio/2-209478-A-25.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9930258989334106,0.005808454472571611,0.005557856522500515,0.0007750003132969141,0.006938775535672903,0.0019224273273721337,0.0010592937469482422
/media/magalhaes/ESC-50/audio/2-42101-A-43.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07748553156852722,0.05275411158800125,0.9103579521179199,0.039444584399461746,0.020701760426163673,0.053484898060560226,0.026487253606319427
/media/magalhaes/ESC-50/audio/2-43802-A-42.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0783400908112526,0.051978595554828644,0.9091475605964661,0.038482293486595154,0.02072557620704174,0.053590260446071625,0.026249023154377937
/media/magalhaes/ESC-50/audio/2-43806-A-42.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15905852615833282,0.058253806084394455,0.8240682482719421,0.025213049724698067,0.022572213783860207,0.04185314103960991,0.018072504550218582
/media/magalhaes/ESC-50/audio/2-50665-A-20.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9197981953620911,0.0243377722799778,0.07311172783374786,0.0024671514984220266,0.016559476032853127,0.008625922724604607,0.0031455985736101866
/media/magalhaes/ESC-50/audio/2-60791-A-26.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800627827644348,0.014662524685263634,0.017515728250145912,0.001512938062660396,0.012579722329974174,0.0048229750245809555,0.0020455727353692055
/media/magalhaes/ESC-50/audio/2-60794-A-26.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9161087274551392,0.018382735550403595,0.07582025974988937,0.001960492692887783,0.012847661040723324,0.006629544775933027,0.002472239313647151
/media/magalhaes/ESC-50/audio/2-60795-A-26.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49435997009277344,0.029376106336712837,0.46896877884864807,0.00420758593827486,0.014526940882205963,0.014178799465298653,0.00442570960149169
/media/magalhaes/ESC-50/audio/2-62226-A-26.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.989599347114563,0.008796676993370056,0.008708548732101917,0.0010173101909458637,0.00895331148058176,0.0028751289937645197,0.0013913648435845971
/media/magalhaes/ESC-50/audio/2-66637-B-20.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9928756952285767,0.005957585759460926,0.005689661018550396,0.0007895670714788139,0.0070709167048335075,0.0019704923033714294,0.0010795854032039642
/media/magalhaes/ESC-50/audio/2-70052-A-42.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5975935459136963,0.050341393798589706,0.3783418834209442,0.006003608927130699,0.025341058149933815,0.021452566608786583,0.0067893643863499165
/media/magalhaes/ESC-50/audio/2-70936-A-42.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18734210729599,0.08942882716655731,0.7969812750816345,0.019122909754514694,0.03303159028291702,0.05596906691789627,0.01757272705435753
/media/magalhaes/ESC-50/audio/2-70938-A-42.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23725253343582153,0.04548930749297142,0.7348191738128662,0.012460901401937008,0.019575757905840874,0.030386298894882202,0.010716334916651249
/media/magalhaes/ESC-50/audio/2-70939-A-42.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06875645369291306,0.05613507702946663,0.9186629056930542,0.03643431514501572,0.021973831579089165,0.05925166979432106,0.026444341987371445
/media/magalhaes/ESC-50/audio/2-78651-A-44.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10815674811601639,0.06324983388185501,0.8767711520195007,0.029640471562743187,0.024861890822649002,0.053456421941518784,0.02233249694108963
/media/magalhaes/ESC-50/audio/3-103597-A-25.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9389028549194336,0.022234933450818062,0.05547553673386574,0.002234680810943246,0.015803011134266853,0.007724849972873926,0.0028901170007884502
/media/magalhaes/ESC-50/audio/3-103598-A-25.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5853458642959595,0.04503363370895386,0.38976266980171204,0.005554321687668562,0.022273343056440353,0.01962052844464779,0.006194498855620623
/media/magalhaes/ESC-50/audio/3-103599-A-25.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9776977300643921,0.011161102913320065,0.019685320556163788,0.0012272325111553073,0.009550917893648148,0.00377103709615767,0.0016213413327932358
/media/magalhaes/ESC-50/audio/3-103599-B-25.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9925196766853333,0.006318932864814997,0.006010034121572971,0.0008218883886002004,0.007361443713307381,0.002085835440084338,0.0011247199727222323
/media/magalhaes/ESC-50/audio/3-107123-A-26.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9886587858200073,0.00957866758108139,0.009569881483912468,0.0010838373564183712,0.009503033012151718,0.003127540461719036,0.0014821242075413465
/media/magalhaes/ESC-50/audio/3-115382-A-44.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06170470267534256,0.043335966765880585,0.9275603294372559,0.04718878120183945,0.017208360135555267,0.0500178262591362,0.02880609966814518
/media/magalhaes/ESC-50/audio/3-118487-A-26.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9906249046325684,0.007669222541153431,0.007775835692882538,0.0009210269199684262,0.008086919784545898,0.0025165884289890528,0.0012563893105834723
/media/magalhaes/ESC-50/audio/3-119459-A-26.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9924814701080322,0.006322771310806274,0.006056079640984535,0.0008171749068424106,0.007299402728676796,0.0020858056377619505,0.001117644365876913
/media/magalhaes/ESC-50/audio/3-126113-A-26.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9912045001983643,0.007324662059545517,0.007240128703415394,0.000893887656275183,0.007902021519839764,0.0024041300639510155,0.001221231184899807
/media/magalhaes/ESC-50/audio/3-141240-A-44.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04963311553001404,0.030231159180402756,0.9409721493721008,0.057714201509952545,0.012775702401995659,0.042816441506147385,0.0306471586227417
/media/magalhaes/ESC-50/audio/3-141240-B-44.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06784330308437347,0.03257565200328827,0.9194473028182983,0.04494849592447281,0.015264473855495453,0.04094361141324043,0.026122909039258957
/media/magalhaes/ESC-50/audio/3-146186-A-44.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04188326373696327,0.01926262676715851,0.9489715099334717,0.06127500161528587,0.00996704213321209,0.03983170539140701,0.03194482624530792
/media/magalhaes/ESC-50/audio/3-151080-A-20.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9934466481208801,0.00538587337359786,0.005185021553188562,0.0007351068197749555,0.00657697394490242,0.0017869933508336544,0.001003652811050415
/media/magalhaes/ESC-50/audio/3-151081-A-20.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9897898435592651,0.00803984422236681,0.008550744503736496,0.0009494115365669131,0.008236218243837357,0.002641070168465376,0.0012911686208099127
/media/magalhaes/ESC-50/audio/3-151081-B-20.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9912315011024475,0.007534069009125233,0.007182517554610968,0.0009251480805687606,0.008252398110926151,0.0024738514330238104,0.0012675924226641655
/media/magalhaes/ESC-50/audio/3-152007-A-20.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.950505793094635,0.013326416723430157,0.04448628053069115,0.0014626658521592617,0.009959563612937927,0.0047308006323874,0.0018611198756843805
/media/magalhaes/ESC-50/audio/3-152007-B-20.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9934356212615967,0.0053968848660588264,0.005194586236029863,0.0007362039759755135,0.006587172392755747,0.0017905236454680562,0.0010051944991573691
/media/magalhaes/ESC-50/audio/3-152007-D-20.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9830409288406372,0.011983023956418037,0.014774725772440434,0.0012814935762435198,0.010657033883035183,0.003947471268475056,0.0017288640374317765
/media/magalhaes/ESC-50/audio/3-152007-E-20.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9907142519950867,0.008045229129493237,0.007652066648006439,0.0009695269400253892,0.008641339838504791,0.002637730445712805,0.0013293040683493018
/media/magalhaes/ESC-50/audio/3-153057-A-43.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34276625514030457,0.024506689980626106,0.6146938800811768,0.00860294047743082,0.016310257837176323,0.015406078658998013,0.006971986033022404
/media/magalhaes/ESC-50/audio/3-155234-A-43.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16273945569992065,0.07344027608633041,0.8196808099746704,0.02210034243762493,0.028596263378858566,0.05025078356266022,0.0182176660746336
/media/magalhaes/ESC-50/audio/3-161010-A-43.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07993219047784805,0.04406566545367241,0.9066693782806396,0.03964017704129219,0.01886691339313984,0.04838910698890686,0.02583947405219078
/media/magalhaes/ESC-50/audio/3-259622-A-44.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0413200818002224,0.01816302165389061,0.949683427810669,0.0625273808836937,0.00956606026738882,0.03885190188884735,0.032082077115774155
/media/magalhaes/ESC-50/audio/3-51376-A-42.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4050805866718292,0.06863265484571457,0.5711731314659119,0.009650739841163158,0.029843494296073914,0.03337264806032181,0.010118664242327213
/media/magalhaes/ESC-50/audio/3-51909-A-42.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11597001552581787,0.07559806108474731,0.8691816329956055,0.02646300196647644,0.02833404392004013,0.059546034783124924,0.021718574687838554
/media/magalhaes/ESC-50/audio/3-58772-A-42.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20028848946094513,0.08111630380153656,0.781886875629425,0.017421914264559746,0.030940229073166847,0.05056390538811684,0.01600664108991623
/media/magalhaes/ESC-50/audio/3-94342-A-25.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9928493499755859,0.005987885873764753,0.005714602768421173,0.0007918372866697609,0.007093112450093031,0.001979800406843424,0.0010828283848240972
/media/magalhaes/ESC-50/audio/3-94344-A-25.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8175976872444153,0.018752366304397583,0.1643991619348526,0.0022298358380794525,0.012073377147316933,0.007434948813170195,0.0026575285010039806
/media/magalhaes/ESC-50/audio/4-102871-A-42.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3622405529022217,0.07700783014297485,0.6178892254829407,0.011540671810507774,0.0316995307803154,0.0391974113881588,0.0118385199457407
/media/magalhaes/ESC-50/audio/4-111671-B-42.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13938988745212555,0.09780889749526978,0.8480419516563416,0.023255623877048492,0.03420255333185196,0.06555331498384476,0.0207708477973938
/media/magalhaes/ESC-50/audio/4-117627-A-25.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2719411253929138,0.07169681787490845,0.7078620791435242,0.01418412197381258,0.02918139100074768,0.04113321006298065,0.013345194049179554
/media/magalhaes/ESC-50/audio/4-117630-A-25.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9853523969650269,0.012425221502780914,0.01260850764811039,0.0013243750436231494,0.011499183252453804,0.004049811977893114,0.0018112572142854333
/media/magalhaes/ESC-50/audio/4-121532-A-42.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6934750080108643,0.04390840232372284,0.2862578332424164,0.004994743503630161,0.02299538254737854,0.017976367846131325,0.005782986059784889
/media/magalhaes/ESC-50/audio/4-132803-A-26.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9934440851211548,0.005388504359871149,0.005187302827835083,0.0007353776600211859,0.006579424254596233,0.0017878280486911535,0.0010040157940238714
/media/magalhaes/ESC-50/audio/4-133674-A-26.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8960952162742615,0.021682504564523697,0.09429123997688293,0.0022754271049052477,0.01412169635295868,0.007907681167125702,0.0028333396185189486
/media/magalhaes/ESC-50/audio/4-155670-A-26.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9913749694824219,0.0073028309270739555,0.007065708748996258,0.0008994754170998931,0.007999654859304428,0.002398089971393347,0.0012307676952332258
/media/magalhaes/ESC-50/audio/4-164243-A-26.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800041317939758,0.012006348930299282,0.017585603520274162,0.0012851322535425425,0.010316206142306328,0.003998658154159784,0.0017156004905700684
/media/magalhaes/ESC-50/audio/4-167077-B-20.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9934449195861816,0.005387590732425451,0.00518651632592082,0.0007352855755016208,0.006578591652214527,0.0017875459743663669,0.0010039102053269744
/media/magalhaes/ESC-50/audio/4-167077-C-20.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9934003949165344,0.005432576406747103,0.005225480068475008,0.0007396988803520799,0.006619738880544901,0.0018019280396401882,0.0010100547224283218
/media/magalhaes/ESC-50/audio/4-167571-A-26.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9868642091751099,0.011088229715824127,0.011232567019760609,0.0012045081239193678,0.010479611344635487,0.00361303030513227,0.0016464577056467533
/media/magalhaes/ESC-50/audio/4-175855-A-43.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12078839540481567,0.022617602720856667,0.8572118282318115,0.026355953887104988,0.0138178002089262,0.026968589052557945,0.016411347314715385
/media/magalhaes/ESC-50/audio/4-175856-A-43.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06072082370519638,0.023449793457984924,0.9267842769622803,0.04659443721175194,0.012304553762078285,0.03783513233065605,0.026301465928554535
/media/magalhaes/ESC-50/audio/4-176638-A-43.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05679094418883324,0.0414547324180603,0.9326896667480469,0.048401299864053726,0.01656324975192547,0.05045375972986221,0.029400549829006195
/media/magalhaes/ESC-50/audio/4-181599-A-26.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9924604296684265,0.006381008308380842,0.006065184250473976,0.000826934992801398,0.007404092699289322,0.002105711493641138,0.0011317664757370949
/media/magalhaes/ESC-50/audio/4-185575-A-20.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9643347263336182,0.015486939810216427,0.032011598348617554,0.001605743309482932,0.011972803622484207,0.0052789561450481415,0.0021021764259785414
/media/magalhaes/ESC-50/audio/4-185575-B-20.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7357398271560669,0.019104238599538803,0.23915265500545502,0.0024304476100951433,0.011325672268867493,0.00808697659522295,0.0027786162681877613
/media/magalhaes/ESC-50/audio/4-185575-C-20.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9687626957893372,0.014485723339021206,0.02793552353978157,0.0015146975638344884,0.011463458649814129,0.004914314951747656,0.0019904104992747307
/media/magalhaes/ESC-50/audio/4-186935-A-44.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0882619321346283,0.0263238362967968,0.8944107294082642,0.0324845016002655,0.01371760293841362,0.03546556830406189,0.020580632612109184
/media/magalhaes/ESC-50/audio/4-194979-A-25.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9629087448120117,0.01584009639918804,0.033328305929899216,0.0016389326192438602,0.012129602022469044,0.005409999750554562,0.002141511533409357
/media/magalhaes/ESC-50/audio/4-194981-A-25.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9278753995895386,0.02848679944872856,0.066268689930439,0.0027766090352088213,0.018602754920721054,0.009981372393667698,0.00354984262958169
/media/magalhaes/ESC-50/audio/4-198962-B-25.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8107075691223145,0.045184988528490067,0.1771266609430313,0.004681898280978203,0.024774977937340736,0.01731300726532936,0.0056418562307953835
/media/magalhaes/ESC-50/audio/4-201988-A-44.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08084847033023834,0.04785826802253723,0.9066760540008545,0.040504373610019684,0.01946084573864937,0.04994777590036392,0.02626371756196022
/media/magalhaes/ESC-50/audio/4-80761-A-42.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5024192333221436,0.03320159763097763,0.46212971210479736,0.004555761814117432,0.01694674976170063,0.015501932241022587,0.004886781796813011
/media/magalhaes/ESC-50/audio/4-90014-A-42.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08535923063755035,0.06868217885494232,0.9018707871437073,0.03258636221289635,0.025477461516857147,0.06119832023978233,0.02483264170587063
/media/magalhaes/ESC-50/audio/5-117120-A-42.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1344229280948639,0.06303530186414719,0.846591591835022,0.021710844710469246,0.025522371754050255,0.04829876869916916,0.01780746504664421
/media/magalhaes/ESC-50/audio/5-133989-A-42.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.327983021736145,0.07113780081272125,0.6511479616165161,0.010822135023772717,0.029524553567171097,0.036518923938274384,0.011046414263546467
/media/magalhaes/ESC-50/audio/5-133989-B-42.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20376458764076233,0.0964268147945404,0.7820572853088379,0.01812204159796238,0.034933995455503464,0.057240113615989685,0.017209189012646675
/media/magalhaes/ESC-50/audio/5-151085-A-20.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9923979043960571,0.006441567093133926,0.006122278515249491,0.0008319254266098142,0.007447144016623497,0.0021249542478471994,0.0011386973783373833
/media/magalhaes/ESC-50/audio/5-160551-A-42.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2065466195344925,0.08067645132541656,0.7748799920082092,0.017286870628595352,0.031193125993013382,0.04971852898597717,0.015882235020399094
/media/magalhaes/ESC-50/audio/5-179865-A-43.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12171294540166855,0.022708706557750702,0.8560243248939514,0.025583485141396523,0.013624399900436401,0.027381734922528267,0.01620519533753395
